Kode Mata Kuliah,Nama Mata Kuliah,Kelas,Sifat Mata Kuliah,Jumlah SKS,Kode Nilai,Nilai Angka,NIM,IP,Semester,Komponen Penilaian,Nilai
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/A,W,2,C+,59.0,2211513043,2.83,Genap 2022,TUGAS-PR,82.5
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/A,W,2,C+,59.0,2211513043,2.83,Genap 2022,Kehadiran,100.0
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/A,W,2,C+,59.0,2211513043,2.83,Genap 2022,UTS,35.0
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/A,W,2,C+,59.0,2211513043,2.83,Genap 2022,UAS,40.0
SCE62106,Fisika 2,SCE62106/TK/Kuliah/A,W,3,C,50.27,2211513043,2.83,Genap 2022,UAS,20.0
SCE62106,Fisika 2,SCE62106/TK/Kuliah/A,W,3,C,50.27,2211513043,2.83,Genap 2022,UTS,24.0
SCE62106,Fisika 2,SCE62106/TK/Kuliah/A,W,3,C,50.27,2211513043,2.83,Genap 2022,TUGAS-PR,92.5
SCE62106,Fisika 2,SCE62106/TK/Kuliah/A,W,3,C,50.27,2211513043,2.83,Genap 2022,Kehadiran,92.86
SCE62108,Matematika 2,SCE62108/TK/Kuliah/A,W,3,C+,59.57,2211513043,2.83,Genap 2022,TUGAS-PR,82.88
SCE62108,Matematika 2,SCE62108/TK/Kuliah/A,W,3,C+,59.57,2211513043,2.83,Genap 2022,KUIS,42.5
SCE62108,Matematika 2,SCE62108/TK/Kuliah/A,W,3,C+,59.57,2211513043,2.83,Genap 2022,UTS,29.0
SCE62108,Matematika 2,SCE62108/TK/Kuliah/A,W,3,C+,59.57,2211513043,2.83,Genap 2022,UAS,86.0
SCE62107,Matematika Diskrit,SCE62107/TK/Kuliah/A,W,3,B,67.4,2211513043,2.83,Genap 2022,UTS,66.0
SCE62107,Matematika Diskrit,SCE62107/TK/Kuliah/A,W,3,B,67.4,2211513043,2.83,Genap 2022,TUGAS-PR,75.0
SCE62107,Matematika Diskrit,SCE62107/TK/Kuliah/A,W,3,B,67.4,2211513043,2.83,Genap 2022,UAS,65.0
CCE62103,Praktikum Algoritma dan Pemecahan Masalah ,CE62103/TK/Prakt/A,W,1,A,81.41,2211513043,2.83,Genap 2022,Kehadiran,100.0
CCE62103,Praktikum Algoritma dan Pemecahan Masalah ,CE62103/TK/Prakt/A,W,1,A,81.41,2211513043,2.83,Genap 2022,Praktikum,83.48
CCE62103,Praktikum Algoritma dan Pemecahan Masalah ,CE62103/TK/Prakt/A,W,1,A,81.41,2211513043,2.83,Genap 2022,TUGAS-PR,70.5
SCE62109,Probabilitas dan Statistika,SCE62109/TK/Kuliah/A,W,4,C+,58.8,2211513043,2.83,Genap 2022,UAS,71.0
SCE62109,Probabilitas dan Statistika,SCE62109/TK/Kuliah/A,W,4,C+,58.8,2211513043,2.83,Genap 2022,UTS,41.0
SCE62109,Probabilitas dan Statistika,SCE62109/TK/Kuliah/A,W,4,C+,58.8,2211513043,2.83,Genap 2022,TUGAS-PR,70.0
CCE62136,English For Communication,CCE62136/TK.Kuliah/A,W,3,A-,78.69,2211513043,2.7,Ganjil 2023,Tugas Besar,78.0
CCE62136,English For Communication,CCE62136/TK.Kuliah/A,W,3,A-,78.69,2211513043,2.7,Ganjil 2023,UTS,79.0
CCE62136,English For Communication,CCE62136/TK.Kuliah/A,W,3,A-,78.69,2211513043,2.7,Ganjil 2023,UAS,79.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/A,W,2,B-,60.5,2211513043,2.7,Ganjil 2023,TUGAS-PR,85.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/A,W,2,B-,60.5,2211513043,2.7,Ganjil 2023,KUIS,85.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/A,W,2,B-,60.5,2211513043,2.7,Ganjil 2023,UTS,53.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/A,W,2,B-,60.5,2211513043,2.7,Ganjil 2023,UAS,47.0
CCE61106,Jaringan Komputer,CCE61106/TK/Kuliah/A,W,3,A,81.25,2211513043,2.7,Ganjil 2023,UAS,82.5
CCE61106,Jaringan Komputer,CCE61106/TK/Kuliah/A,W,3,A,81.25,2211513043,2.7,Ganjil 2023,UTS,81.0
CCE61106,Jaringan Komputer,CCE61106/TK/Kuliah/A,W,3,A,81.25,2211513043,2.7,Ganjil 2023,TUGAS-PR,81.0
CCE61106,Jaringan Komputer,CCE61106/TK/Kuliah/A,W,3,A,81.25,2211513043,2.7,Ganjil 2023,Presentasi,80.0
SCE61112,Matematika 3,SCE61112/TK/Kuliah/A,W,3,E,25.9,2211513043,2.7,Ganjil 2023,UTS,0.0
SCE61112,Matematika 3,SCE61112/TK/Kuliah/A,W,3,E,25.9,2211513043,2.7,Ganjil 2023,KUIS,0.0
SCE61112,Matematika 3,SCE61112/TK/Kuliah/A,W,3,E,25.9,2211513043,2.7,Ganjil 2023,UAS,38.0
SCE61112,Matematika 3,SCE61112/TK/Kuliah/A,W,3,E,25.9,2211513043,2.7,Ganjil 2023,TUGAS-PR,72.5
CCE61104,Pengantar Analisis Rangkaian,CCE61104/TK/Kuliah/A,W,2,C,50.0,2211513043,2.7,Ganjil 2023,UTS,30.0
CCE61104,Pengantar Analisis Rangkaian,CCE61104/TK/Kuliah/A,W,2,C,50.0,2211513043,2.7,Ganjil 2023,TUGAS-PR,90.0
CCE61104,Pengantar Analisis Rangkaian,CCE61104/TK/Kuliah/A,W,2,C,50.0,2211513043,2.7,Ganjil 2023,KUIS,85.0
CCE61104,Pengantar Analisis Rangkaian,CCE61104/TK/Kuliah/A,W,2,C,50.0,2211513043,2.7,Ganjil 2023,UAS,20.0
CCE61107,Praktikum Jaringan Komputer,CCE61107/TK/Prakt02,W,1,A,85.42,2211513043,2.7,Ganjil 2023,Praktikum,83.0
CCE61107,Praktikum Jaringan Komputer,CCE61107/TK/Prakt02,W,1,A,85.42,2211513043,2.7,Ganjil 2023,UAS,80.0
CCE61107,Praktikum Jaringan Komputer,CCE61107/TK/Prakt02,W,1,A,85.42,2211513043,2.7,Ganjil 2023,UTS,88.75
CCE61107,Praktikum Jaringan Komputer,CCE61107/TK/Prakt02,W,1,A,85.42,2211513043,2.7,Ganjil 2023,TUGAS-PR,91.0
CCE61109,Praktikum Logika Digital,CCE61109 /TK/Prakt01,W,1,A,87.45,2211513043,2.7,Ganjil 2023,Praktikum,87.46
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt05,W,1,B,66.54,2211513043,2.7,Ganjil 2023,Kehadiran,100.0
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt05,W,1,B,66.54,2211513043,2.7,Ganjil 2023,KUIS,45.86
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt05,W,1,B,66.54,2211513043,2.7,Ganjil 2023,TUGAS-PR,90.0
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt05,W,1,B,66.54,2211513043,2.7,Ganjil 2023,Sikap,90.0
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt05,W,1,B,66.54,2211513043,2.7,Ganjil 2023,UAS,37.5
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt05,W,1,B,66.54,2211513043,2.7,Ganjil 2023,Praktikum,73.96
CCE61108,Rangkaian Logika Digital,CCE61108/TK/Kuliah/A,W,3,C+,59.56,2211513043,2.7,Ganjil 2023,UAS,65.0
CCE61108,Rangkaian Logika Digital,CCE61108/TK/Kuliah/A,W,3,C+,59.56,2211513043,2.7,Ganjil 2023,TUGAS-PR,79.31
CCE61108,Rangkaian Logika Digital,CCE61108/TK/Kuliah/A,W,3,C+,59.56,2211513043,2.7,Ganjil 2023,UTS,34.0
CCE61108,Rangkaian Logika Digital,CCE61108/TK/Kuliah/A,W,3,C+,59.56,2211513043,2.7,Ganjil 2023,KUIS,70.0
CCE62117,Keamanan Informasi 1,CCE62117/TK/Kuliah/A,W,2,B+,72.59,2211513043,3.44,Genap 2023,UTS,79.0
CCE62117,Keamanan Informasi 1,CCE62117/TK/Kuliah/A,W,2,B+,72.59,2211513043,3.44,Genap 2023,TUGAS-PR,89.0
CCE62117,Keamanan Informasi 1,CCE62117/TK/Kuliah/A,W,2,B+,72.59,2211513043,3.44,Genap 2023,KUIS,79.0
CCE62117,Keamanan Informasi 1,CCE62117/TK/Kuliah/A,W,2,B+,72.59,2211513043,3.44,Genap 2023,Presentasi,73.0
CCE62117,Keamanan Informasi 1,CCE62117/TK/Kuliah/A,W,2,B+,72.59,2211513043,3.44,Genap 2023,UAS,38.0
CCE62110,Organisasi & Arsitektur Komputer 1,CCE62110/TK/Kuliah/A,W,3,A-,77.4,2211513043,3.44,Genap 2023,UAS,70.0
CCE62110,Organisasi & Arsitektur Komputer 1,CCE62110/TK/Kuliah/A,W,3,A-,77.4,2211513043,3.44,Genap 2023,KUIS,80.0
CCE62110,Organisasi & Arsitektur Komputer 1,CCE62110/TK/Kuliah/A,W,3,A-,77.4,2211513043,3.44,Genap 2023,TUGAS-PR,78.0
CCE62110,Organisasi & Arsitektur Komputer 1,CCE62110/TK/Kuliah/A,W,3,A-,77.4,2211513043,3.44,Genap 2023,UTS,81.0
CCE62119,Perancangan Sistem Digital 1,CCE62119/TK/Kuliah/A,W,2,B+,73.3,2211513043,3.44,Genap 2023,TUGAS-PR,85.0
CCE62119,Perancangan Sistem Digital 1,CCE62119/TK/Kuliah/A,W,2,B+,73.3,2211513043,3.44,Genap 2023,UAS,72.0
CCE62119,Perancangan Sistem Digital 1,CCE62119/TK/Kuliah/A,W,2,B+,73.3,2211513043,3.44,Genap 2023,KUIS,76.0
CCE62119,Perancangan Sistem Digital 1,CCE62119/TK/Kuliah/A,W,2,B+,73.3,2211513043,3.44,Genap 2023,UTS,65.0
CCE62111,Praktikum Organisasi & Arsitektur Komputer 1,CCE62111/TK/Prakt/B,W,1,A-,78.07,2211513043,3.44,Genap 2023,UAS,72.0
CCE62111,Praktikum Organisasi & Arsitektur Komputer 1,CCE62111/TK/Prakt/B,W,1,A-,78.07,2211513043,3.44,Genap 2023,TUGAS-PR,82.5
CCE62111,Praktikum Organisasi & Arsitektur Komputer 1,CCE62111/TK/Prakt/B,W,1,A-,78.07,2211513043,3.44,Genap 2023,Praktikum,78.87
CCE62113,Rangkaian Listrik,CCE62113/TK/Kuliah/A,W,2,B-,,2211513043,3.44,Genap 2023,TUGAS-PR,90.0
CCE62113,Rangkaian Listrik,CCE62113/TK/Kuliah/A,W,2,B-,,2211513043,3.44,Genap 2023,UAS,55.5
CCE62118,Sistem Basis Data,CCE62118/TK/Kuliah/A,W,2,B+,74.47,2211513043,3.44,Genap 2023,Kehadiran,93.0
CCE62118,Sistem Basis Data,CCE62118/TK/Kuliah/A,W,2,B+,74.47,2211513043,3.44,Genap 2023,TUGAS-PR,72.5
CCE62118,Sistem Basis Data,CCE62118/TK/Kuliah/A,W,2,B+,74.47,2211513043,3.44,Genap 2023,UTS,50.0
CCE62118,Sistem Basis Data,CCE62118/TK/Kuliah/A,W,2,B+,74.47,2211513043,3.44,Genap 2023,Presentasi,75.0
CCE62118,Sistem Basis Data,CCE62118/TK/Kuliah/A,W,2,B+,74.47,2211513043,3.44,Genap 2023,UAS,80.0
CCE62115,Sistem Operasi,CCE62115/TK/Kuliah/A,W,2,B,69.69,2211513043,3.44,Genap 2023,UAS,60.0
CCE62115,Sistem Operasi,CCE62115/TK/Kuliah/A,W,2,B,69.69,2211513043,3.44,Genap 2023,KUIS,79.0
CCE62115,Sistem Operasi,CCE62115/TK/Kuliah/A,W,2,B,69.69,2211513043,3.44,Genap 2023,UTS,65.0
CCE62115,Sistem Operasi,CCE62115/TK/Kuliah/A,W,2,B,69.69,2211513043,3.44,Genap 2023,TUGAS-PR,82.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/A,W,2,B+,72.9,2211513043,3.44,Genap 2023,TUGAS-PR,75.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/A,W,2,B+,72.9,2211513043,3.44,Genap 2023,UTS,48.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/A,W,2,B+,72.9,2211513043,3.44,Genap 2023,KUIS,80.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/A,W,2,B+,72.9,2211513043,3.44,Genap 2023,Presentasi,80.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/A,W,2,B+,72.9,2211513043,3.44,Genap 2023,Tugas Besar,90.0
CCE62112,Struktur Data,CCE62112/TK/Kuliah/A,W,2,A-,76.81,2211513043,3.44,Genap 2023,Kehadiran,83.33
CCE62112,Struktur Data,CCE62112/TK/Kuliah/A,W,2,A-,76.81,2211513043,3.44,Genap 2023,TUGAS-PR,86.83
CCE62112,Struktur Data,CCE62112/TK/Kuliah/A,W,2,A-,76.81,2211513043,3.44,Genap 2023,UTS,55.0
CCE62112,Struktur Data,CCE62112/TK/Kuliah/A,W,2,A-,76.81,2211513043,3.44,Genap 2023,UAS,80.0
CCE61126,Elektronika,CCE61126/TK/Kuliah/A,W,2,B+,73.7,2211513043,3.37,Ganjil 2024,UAS,70.0
CCE61126,Elektronika,CCE61126/TK/Kuliah/A,W,2,B+,73.7,2211513043,3.37,Ganjil 2024,UTS,72.0
CCE61126,Elektronika,CCE61126/TK/Kuliah/A,W,2,B+,73.7,2211513043,3.37,Ganjil 2024,TUGAS-PR,80.0
CCE61126,Elektronika,CCE61126/TK/Kuliah/A,W,2,B+,73.7,2211513043,3.37,Ganjil 2024,Tugas Besar,77.5
CCE61128,Keamanan Informasi 2,CCE61128 /TK/Kuliah/A,W,2,A,84.25,2211513043,3.37,Ganjil 2024,UTS,94.0
CCE61128,Keamanan Informasi 2,CCE61128 /TK/Kuliah/A,W,2,A,84.25,2211513043,3.37,Ganjil 2024,TUGAS-PR,90.0
CCE61128,Keamanan Informasi 2,CCE61128 /TK/Kuliah/A,W,2,A,84.25,2211513043,3.37,Ganjil 2024,KUIS,74.5
CCE61128,Keamanan Informasi 2,CCE61128 /TK/Kuliah/A,W,2,A,84.25,2211513043,3.37,Ganjil 2024,Presentasi,76.0
CCE61128,Keamanan Informasi 2,CCE61128 /TK/Kuliah/A,W,2,A,84.25,2211513043,3.37,Ganjil 2024,UAS,78.0
AND60102,Kewirausahaan,AND60102/TK/Kuliah/A,W,3,A-,75.26,2211513043,3.37,Ganjil 2024,UTS,75.0
AND60102,Kewirausahaan,AND60102/TK/Kuliah/A,W,3,A-,75.26,2211513043,3.37,Ganjil 2024,TUGAS-PR,79.33
AND60102,Kewirausahaan,AND60102/TK/Kuliah/A,W,3,A-,75.26,2211513043,3.37,Ganjil 2024,UAS,73.0
CCE61123,Organisasi & Arsitektur Komputer 2,CCE61123/TK/Kuliah/A,W,3,B,69.12,2211513043,3.37,Ganjil 2024,UTS,55.0
CCE61123,Organisasi & Arsitektur Komputer 2,CCE61123/TK/Kuliah/A,W,3,B,69.12,2211513043,3.37,Ganjil 2024,UAS,68.0
CCE61123,Organisasi & Arsitektur Komputer 2,CCE61123/TK/Kuliah/A,W,3,B,69.12,2211513043,3.37,Ganjil 2024,TUGAS-PR,71.5
CCE61123,Organisasi & Arsitektur Komputer 2,CCE61123/TK/Kuliah/A,W,3,B,69.12,2211513043,3.37,Ganjil 2024,KUIS,82.0
CCE61124,Praktikum Organisasi & Arsitektur Komputer 2,CCE61124/TK/Prakt/B,W,1,B+,73.47,2211513043,3.37,Ganjil 2024,UAS,40.0
CCE61124,Praktikum Organisasi & Arsitektur Komputer 2,CCE61124/TK/Prakt/B,W,1,B+,73.47,2211513043,3.37,Ganjil 2024,UTS,20.0
CCE61124,Praktikum Organisasi & Arsitektur Komputer 2,CCE61124/TK/Prakt/B,W,1,B+,73.47,2211513043,3.37,Ganjil 2024,TUGAS-PR,84.75
CCE61124,Praktikum Organisasi & Arsitektur Komputer 2,CCE61124/TK/Prakt/B,W,1,B+,73.47,2211513043,3.37,Ganjil 2024,Praktikum,83.93
CCE61122,Praktikum Sistem Tertanam ,CCE61122/TK/Prakt/A,W,1,B,69.34,2211513043,3.37,Ganjil 2024,TUGAS-PR,89.71
CCE61122,Praktikum Sistem Tertanam ,CCE61122/TK/Prakt/A,W,1,B,69.34,2211513043,3.37,Ganjil 2024,KUIS,9.86
CCE61122,Praktikum Sistem Tertanam ,CCE61122/TK/Prakt/A,W,1,B,69.34,2211513043,3.37,Ganjil 2024,Praktikum,79.09
CCE61122,Praktikum Sistem Tertanam ,CCE61122/TK/Prakt/A,W,1,B,69.34,2211513043,3.37,Ganjil 2024,Sikap,93.66
CCE61122,Praktikum Sistem Tertanam ,CCE61122/TK/Prakt/A,W,1,B,69.34,2211513043,3.37,Ganjil 2024,UAS,65.75
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/A,W,3,A-,77.65,2211513043,3.37,Ganjil 2024,Kehadiran,92.86
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/A,W,3,A-,77.65,2211513043,3.37,Ganjil 2024,TUGAS-PR,76.83
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/A,W,3,A-,77.65,2211513043,3.37,Ganjil 2024,UTS,76.71
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/A,W,3,A-,77.65,2211513043,3.37,Ganjil 2024,Presentasi,61.92
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/A,W,3,A-,77.65,2211513043,3.37,Ganjil 2024,UAS,80.0
CCE61120,Sinyal dan Sistem,CCE61120/TK/Kuliah/A,W,2,B,69.0,2211513043,3.37,Ganjil 2024,TUGAS-PR,81.0
CCE61120,Sinyal dan Sistem,CCE61120/TK/Kuliah/A,W,2,B,69.0,2211513043,3.37,Ganjil 2024,UTS,46.0
CCE61120,Sinyal dan Sistem,CCE61120/TK/Kuliah/A,W,2,B,69.0,2211513043,3.37,Ganjil 2024,KUIS,78.0
CCE61120,Sinyal dan Sistem,CCE61120/TK/Kuliah/A,W,2,B,69.0,2211513043,3.37,Ganjil 2024,UAS,78.0
CCE61121,Sistem Tertanam 2,CCE61121/TK/Kuliah/A,W,2,C+,56.65,2211513043,3.37,Ganjil 2024,KUIS,0.0
CCE61121,Sistem Tertanam 2,CCE61121/TK/Kuliah/A,W,2,C+,56.65,2211513043,3.37,Ganjil 2024,UTS,53.0
CCE61121,Sistem Tertanam 2,CCE61121/TK/Kuliah/A,W,2,C+,56.65,2211513043,3.37,Ganjil 2024,TUGAS-PR,71.67
CCE61121,Sistem Tertanam 2,CCE61121/TK/Kuliah/A,W,2,C+,56.65,2211513043,3.37,Ganjil 2024,UAS,78.17
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/B,W,4,A-,79.11,2211513044,3.55,Ganjil 2022,TUGAS-PR,75.0
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/B,W,4,A-,79.11,2211513044,3.55,Ganjil 2022,KUIS,95.6
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/B,W,4,A-,79.11,2211513044,3.55,Ganjil 2022,UTS,50.0
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/B,W,4,A-,79.11,2211513044,3.55,Ganjil 2022,UAS,100.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/B	,W,3,B+,71.55,2211513044,3.55,Ganjil 2022,UTS,65.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/B	,W,3,B+,71.55,2211513044,3.55,Ganjil 2022,TUGAS-PR,90.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/B	,W,3,B+,71.55,2211513044,3.55,Ganjil 2022,UAS,65.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/B	,W,3,B+,71.55,2211513044,3.55,Ganjil 2022,Kehadiran,93.0
SCE61104,Kimia 1,SCE61104/TK/Kuliah/B,W,2,B-,63.47,2211513044,3.55,Ganjil 2022,UTS,71.5
SCE61104,Kimia 1,SCE61104/TK/Kuliah/B,W,2,B-,63.47,2211513044,3.55,Ganjil 2022,UAS,55.46
SCE61103,Matematika 1,SCE61103/TK/Kuliah/B,W,3,B+,74.79,2211513044,3.55,Ganjil 2022,UTS,75.0
SCE61103,Matematika 1,SCE61103/TK/Kuliah/B,W,3,B+,74.79,2211513044,3.55,Ganjil 2022,UAS,74.6
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/B,W,2,A,81.99,2211513044,3.55,Ganjil 2022,Kehadiran,100.0
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/B,W,2,A,81.99,2211513044,3.55,Ganjil 2022,TUGAS-PR,100.0
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/B,W,2,A,81.99,2211513044,3.55,Ganjil 2022,Presentasi,81.99
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/B,W,2,A,81.99,2211513044,3.55,Ganjil 2022,UTS,65.0
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/B,W,2,A,81.99,2211513044,3.55,Ganjil 2022,UAS,90.0
SCE61105,Pengetahuan Lingkungan,SCE61105/TK/Kuliah/B,W,2,A-,78.0,2211513044,3.55,Ganjil 2022,UTS,75.0
SCE61105,Pengetahuan Lingkungan,SCE61105/TK/Kuliah/B,W,2,A-,78.0,2211513044,3.55,Ganjil 2022,TUGAS-PR,85.0
SCE61105,Pengetahuan Lingkungan,SCE61105/TK/Kuliah/B,W,2,A-,78.0,2211513044,3.55,Ganjil 2022,UAS,75.0
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/B,W,2,B+,72.5,2211513044,3.24,Genap 2022,TUGAS-PR,82.5
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/B,W,2,B+,72.5,2211513044,3.24,Genap 2022,Kehadiran,100.0
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/B,W,2,B+,72.5,2211513044,3.24,Genap 2022,UTS,45.0
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/B,W,2,B+,72.5,2211513044,3.24,Genap 2022,UAS,75.0
SCE62106,Fisika 2,SCE62106/TK/Kuliah/B,W,3,B-,60.3,2211513044,3.24,Genap 2022,KUIS,85.0
SCE62106,Fisika 2,SCE62106/TK/Kuliah/B,W,3,B-,60.3,2211513044,3.24,Genap 2022,TUGAS-PR,77.5
SCE62106,Fisika 2,SCE62106/TK/Kuliah/B,W,3,B-,60.3,2211513044,3.24,Genap 2022,UTS,43.0
SCE62106,Fisika 2,SCE62106/TK/Kuliah/B,W,3,B-,60.3,2211513044,3.24,Genap 2022,UAS,48.0
SCE62108,Matematika 2,SCE62108/TK/Kuliah/B,W,3,C+,59.96,2211513044,3.24,Genap 2022,TUGAS-PR,80.8
SCE62108,Matematika 2,SCE62108/TK/Kuliah/B,W,3,C+,59.96,2211513044,3.24,Genap 2022,KUIS,48.0
SCE62108,Matematika 2,SCE62108/TK/Kuliah/B,W,3,C+,59.96,2211513044,3.24,Genap 2022,UTS,52.0
SCE62108,Matematika 2,SCE62108/TK/Kuliah/B,W,3,C+,59.96,2211513044,3.24,Genap 2022,UAS,62.0
SCE62107,Matematika Diskrit,SCE62107/TK/Kuliah/B,W,3,B+,73.0,2211513044,3.24,Genap 2022,UTS,70.0
SCE62107,Matematika Diskrit,SCE62107/TK/Kuliah/B,W,3,B+,73.0,2211513044,3.24,Genap 2022,TUGAS-PR,75.0
SCE62107,Matematika Diskrit,SCE62107/TK/Kuliah/B,W,3,B+,73.0,2211513044,3.24,Genap 2022,UAS,75.0
CCE62103,Praktikum Algoritma dan Pemecahan Masalah ,CE62103/TK/Prakt/D,W,1,B+,72.38,2211513044,3.24,Genap 2022,Kehadiran,71.43
CCE62103,Praktikum Algoritma dan Pemecahan Masalah ,CE62103/TK/Prakt/D,W,1,B+,72.38,2211513044,3.24,Genap 2022,Praktikum,60.0
CCE62103,Praktikum Algoritma dan Pemecahan Masalah ,CE62103/TK/Prakt/D,W,1,B+,72.38,2211513044,3.24,Genap 2022,TUGAS-PR,90.5
SCE62109,Probabilitas dan Statistika,SCE62109/TK/Kuliah/B,W,4,B,67.2,2211513044,3.24,Genap 2022,UAS,80.0
SCE62109,Probabilitas dan Statistika,SCE62109/TK/Kuliah/B,W,4,B,67.2,2211513044,3.24,Genap 2022,UTS,43.0
SCE62109,Probabilitas dan Statistika,SCE62109/TK/Kuliah/B,W,4,B,67.2,2211513044,3.24,Genap 2022,TUGAS-PR,90.0
CCE62136,English For Communication,CCE62136/TK.Kuliah/B,W,3,A,82.05,2211513044,2.79,Ganjil 2023,Kehadiran,90.0
CCE62136,English For Communication,CCE62136/TK.Kuliah/B,W,3,A,82.05,2211513044,2.79,Ganjil 2023,UTS,80.0
CCE62136,English For Communication,CCE62136/TK.Kuliah/B,W,3,A,82.05,2211513044,2.79,Ganjil 2023,TUGAS-PR,100.0
CCE62136,English For Communication,CCE62136/TK.Kuliah/B,W,3,A,82.05,2211513044,2.79,Ganjil 2023,UAS,73.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/B,W,2,C+,56.9,2211513044,2.79,Ganjil 2023,UAS,38.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/B,W,2,C+,56.9,2211513044,2.79,Ganjil 2023,UTS,30.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/B,W,2,C+,56.9,2211513044,2.79,Ganjil 2023,TUGAS-PR,90.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/B,W,2,C+,56.9,2211513044,2.79,Ganjil 2023,Kehadiran,95.0
CCE61106,Jaringan Komputer,CCE61106/TK/Kuliah/B,W,3,A,81.5,2211513044,2.79,Ganjil 2023,UAS,85.0
CCE61106,Jaringan Komputer,CCE61106/TK/Kuliah/B,W,3,A,81.5,2211513044,2.79,Ganjil 2023,UTS,80.0
CCE61106,Jaringan Komputer,CCE61106/TK/Kuliah/B,W,3,A,81.5,2211513044,2.79,Ganjil 2023,Presentasi,80.0
CCE61106,Jaringan Komputer,CCE61106/TK/Kuliah/B,W,3,A,81.5,2211513044,2.79,Ganjil 2023,TUGAS-PR,80.0
SCE61112,Matematika 3,SCE61112/TK/Kuliah/B,W,3,E,39.9,2211513044,2.79,Ganjil 2023,UTS,13.0
SCE61112,Matematika 3,SCE61112/TK/Kuliah/B,W,3,E,39.9,2211513044,2.79,Ganjil 2023,KUIS,30.0
SCE61112,Matematika 3,SCE61112/TK/Kuliah/B,W,3,E,39.9,2211513044,2.79,Ganjil 2023,UAS,50.0
SCE61112,Matematika 3,SCE61112/TK/Kuliah/B,W,3,E,39.9,2211513044,2.79,Ganjil 2023,TUGAS-PR,75.0
CCE61104,Pengantar Analisis Rangkaian,CCE61104/TK/Kuliah/B,W,2,C+,57.53,2211513044,2.79,Ganjil 2023,TUGAS-PR,65.7
CCE61104,Pengantar Analisis Rangkaian,CCE61104/TK/Kuliah/B,W,2,C+,57.53,2211513044,2.79,Ganjil 2023,UTS,68.0
CCE61104,Pengantar Analisis Rangkaian,CCE61104/TK/Kuliah/B,W,2,C+,57.53,2211513044,2.79,Ganjil 2023,KUIS,30.0
CCE61104,Pengantar Analisis Rangkaian,CCE61104/TK/Kuliah/B,W,2,C+,57.53,2211513044,2.79,Ganjil 2023,UAS,60.0
